"📍 See this list as a map (in more languages, too!)
📍 Vea esta lista como un mapa (¡en más idiomas también!)",,,Learn more about MALAN here!,Check out our directory here!,,,,,,,,,,
Submit an update,,,This is not an exhaustive list. Info will be updated as we are able to. Please reach out to the organizers directly for clarifying questions. ,,,,,,,,,,,
Culver City,Parks Project (ENDED),,"Free Items, Donation Drives","8540 Washington Blvd, Culver City, CA",,,"Care packages
Bring a bag or box to pick up what you need:

January 15th-19th
11 AM - 5 PM
",Visit the Discovery Center to relax and recharge,Instagram,,https://www.instagram.com/parksproject_culvercity/,1/19 8:00 AM,,
Pasadena,Mi Tierra Market + Romel's Auto Upholstery (ENDED),,Donation Drives,"2561 E Foothill Blvd, Pasadena, CA 91107",,"non-perishable foods, drinks, clothing, shoes, baby items, blankets, baby food, diapers, pet items, toiletries, hygeine items",,"Pop Up market in Whittier - 1/19
13300 Lakeland rd Whittier CA 90605

Hours: Mon-Fri 8am-5pm / Sat 8am-2pm",Instagram,,https://www.instagram.com/p/DE1KSAhpfja/,1/19 7:45 PM,,
Fairfax,Brain Dead Studios (ENDED) ,,Donation Drives,"611 N Fairfax Ave, Los Angeles, California 90036",,"Fundraiser - all proceeds going to the Pasadena Education Foundation, Pasadena Community Foundation, Altadena Girls, and Altadena Boys.",,,Instagram,,https://www.instagram.com/p/DE8pmOvyylB/?img_index=1,1/17 10:30 PM,,
Claremont,Clean Air Claremont (ENDED),,Free Items,"640 N College Ave. Claremont, CA 91711",,,air purifiers,"Air Purifier build session and organizing meeting
Jan 19 
10am-1pm",Instagram,,https://www.instagram.com/p/DE_GaENyYql/?hl=en&img_index=1,1/19 10:30 PM,,
Monrovia,Santa Anita YMCA (ENDED) ,,"Services, Free Items","501 S Mountain Ave. Monrovia, CA 91016",,,"free vision clinic

Jan 18-19
8am-5pm",,Website,,https://thepowerofsight.org/free-vision-clinic-ymca/,1/19 7:07 PM,,
Silverlake,Lake (ENDED) ,,Free Items,"1618 Lake Blvd. Los Angeles, CA 90026",,,"free store

clothing, toiletries, towels, bedding","Jan 18-19
10am-2pm",,,,,,
Pasadena,Dena Relief Drive (Flintridge Center) (ENDED FOR NOW) ,,Free Items,"236 W Mountain St, Pasadena, CA 91103","Fri (Jan 17) to Sun (Jan 19) from 11AM - 7PM. 

No volunteers needed from now until Friday at this location.","(no more supply drop off needed)
Financial Donations ","supplies such as water, food, clothing, toiletries, pillows, blankets, diapers, etc. starting at 11am","Volunteer and Donation information:
kinginme2020@gmail.com
Brandon: 626-314-4256","Instagram
",,https://www.instagram.com/p/DElIRL3yOJ-/,1/17/2025 11:30 PM,,
Koreatown,Kiwa Workers for Justice ENDED,,"Services, Free Items","1053 S New Hampshire Ave, Los Angeles, California 90006",,,Free N95 masks and Korean language assistance,"Office Hours: Saturday 1-5pm, Tuesday 11am-4pm, Wednesday 11am-4pm",Instagram,1,https://www.instagram.com/p/DEqTWGbh5qO/?img_index=1,1/17 10:45 PM,,
Pico Union,Polos Pantry & IDEPSCA PAUSED,,Donation Drives,"1565 W 14th St, Los Angeles, California 90015",,"canned foods, all warm clothes, toiletries, children toys, sleeping bags, portable chargers, air purifiers, bottled waters, flashlights",,Sat (Jan 11) from 1-3PM (Fulfilled. Check back later),Instagram,1,https://www.instagram.com/p/DEq7lMhJh23/,1/17 11:45 PM,,
Altadena,World Central Kitchen: Mobile Station (Ended),,Free Prepared Meals,"2234 El Sereno Ave., Altadena, California 91001",,,Meal Service: 1 PM - 5pm,Help WCK provide nourishing hot meals to families impacted by wildfires in California.,World Central Kitchen,1,https://wck.org/news/meal-locations-ca,1/11/2025 15:56,,
Chino,Alliance Community Cultural Center ENDED,,Donation Drives,"406 W 2nd St, Pomona, California 91766",,"FOOD & WATER : Bottled water, non-perishable food, baby formula
CLOTHING & BLANKETS : New socks, underwear, warm clothing, blankets, sleeping bags (MUST BE NEW)
HYGIENE : Toothpaste, soap, diapers, feminine hygiene products, hand sanitizer
MEDICAL : First aid kits, over-the-counter medications, bandages
EVACUATION SUPPORT : Flashlights, batteries, phone chargers, pet food
GIFT CARDS : Groceries, gas, or major retailers",,,Instagram,1,https://www.instagram.com/p/DEncD8Iy1fM/,1/17 9:45 PM,,
Highland Park,Arroyo Records ENDED,,Donation Drives,"5123 1/2 York Blvd, Los Angeles, California 90042",donation runs to shelters,"food, water, pet stuff, baby stuff (no more clothes)",,12-8pm ,Instagram,1,https://www.instagram.com/p/DEqMXfLTWRQ/,1/11 7:30 PM,,
East LA,"The Boyle Heights Arts Conservatory
Resilience Hub ENDED",,"Shelter, Wifi/Charging, Free Items","2708 E. Cesar E. Chavez Avenue, Los Angeles, California 90033",Fully staffed,,"WiFi, air conditioning, refreshments, snacks to students 10AM-6pm Wednesdays through Sundays (Closed Mondays & Tuesdays)

Bilingual Staff available for support.","Not open Mondays & Tuesdays
Otherwise open 10am- 6pm Wednesday-Sunday",Facebook,1,,1/17/2025 22:15:00,,
Long Beach,Clayon First,,Services,"406 E 1st St, Ste B, Long Beach, California 90802",,,free pottery classes for evacuees,,Instagram,1,https://www.instagram.com/p/DEqO5V5TjtM/,1/17 9:45 PM,,
Greater LA Area,Mutt Scouts FULL,,Animal Boarding,,,pet supplies,"Temporary placement for pets, fosters on standby","Email adopt@muttscouts.org for more details:
""If you have a dog you need help with or would like to donate supplies please send an email to adopt@muttscouts.org. It’s hard for our small team to keep up with all our DMs!""",Instagram,1,https://www.instagram.com/muttscouts,1/18 12:00 AM,,
Greater LA Area,True Story Realty ENDED,,Donation Drives,,,"clothing for children, adult clothing and essentials, shoes, jackets, blankets",,Contact Jules for info 310.388.7998 or IG @Julesxum,Instagram,1,https://www.instagram.com/p/DEnPZc1vcau/,1/11 11:45 AM,,
East LA,Barrio Action Youth & Family Center (CLOSED),,"Wifi/Charging, Services","4927 Huntington Drive North, Los Angeles, California 90032",,,"computers, homework assistance, activities and recreation to students 7:30AM-6PM Friday

1/13/2025 @ 1:30-6:30pm: Community Day 
Activities for Kids & Safe Space for Caregivers","(1/16 update): LAUSD has resumed class, so closing. We will be open to LAUSD students during fire and wind-related school closures.
Enrolled and Non-Enrolled clients are welcome!
Call (323) 221-0779 for more information.",https://www.instagram.com/barrioaction/,1,1,1/11/2025 14:35:00,,
East LA,BYO Games ENDED,,Donation Drives,"3555 E 1st St, Los Angeles, California 90063",,"pet food, shelf stable food, water, hygiene products",,"Ends 1/11, 9pm",Instagram,1,https://www.instagram.com/p/DEqqfw9vyG1/?hl=en,1/11 7:30 PM,,
Westlake,One Down Dog ENDED,,Donation Drives,"319 Glendale Blvd, Los Angeles, California 90026",,"Canned goods, non-perishables, diapers, pads/tampons, deodorant, toothbrushes, toothpaste, socks, balnkets",,"Donations on Saturday 01/11 and Suday, 01/12 at Echo Park location,  Donations on Monday, 01/13 at Eagle Rock AND East Hollywood locations",Instagram,1,https://www.instagram.com/p/DEqbdJ-SY7M/,1/17 11:30 PM,,
San Francisco,Emotion Potion ENDED,,Donation Drives,"591 Guerrero St, San Francisco, California 94110",,"n95 masks, hygiene products, packs of socks and underwear",,Open 12-6pm Saturday 1/11 and Sunday 1/12,Instagram,1,https://www.instagram.com/p/DEp7w8oyUGe/,1/11 7:30 PM,,
Altadena,World Central Kitchen: Jack In the Box (Ended),,Free Prepared Meals,"2125 North Windsor Ave., Altadena, California  91001",,,Meal Service: 5:30 PM - 10:00 PM ,Help WCK provide nourishing hot meals to families impacted by wildfires in California.,"World Central Kitchen
",1,https://wck.org/news/meal-locations-ca,1/11/2025 4:02 PM,,
North Hollywood,Celebration Nation (ENDED),,Donation Drives,"5623 Lankershim Blvd, Ste A, North Hollywood, California 91601",,,Direct delivery of supplies to those impacted,,Instagram,,,1/19 8:30 AM,,
South LA,Aligned Soul (CLOSED),,Donation Drives,"9810 Maple St, Bellflower, California 90706",,"Moving boxes, new or gently used clothing, hygiene items, food and water, baby items, blankets, pet food, batteries, N95 masks",,Collecting Tuesday 1/14 12pm-7pm,Instagram,1,https://www.instagram.com/snatched_beauties?igsh=NTc4MTIwNjQ2YQ==,1/11 11:15 AM,,
Pasadena,Alder Law & Z.A. Law ENDED,,"Free Items, Free Prepared Meals","324 Madeline Dr, Pasadena, California 91105","1/11- at capacity, check back for more opportunities",,"Saturday 1/11/2025 from 12-2pm
Care Packages of Essentials & Grab & Go Prepared Meals","While supplies last
Drive-up Only - Click on Instagram link for directions",Instagram,1,https://www.instagram.com/p/DEohS9ERyU4/?img_index=2,1/17 11:15 PM,,
San Gabriel Valley,All Souls Parish Hall,,"Donation Drives, Free Items","29 S Electric Ave
Alhambra, CA 91801",,DONATIONS CLOSED,,CLOSED FRIDAY 17 to give the space back to the church,Facebook group for Alhambra,1,,1/17/2025 10:46 PM,,
Sylmar,All Things and More (CLOSED FOR RENOVATIONS),,Free Items,"8321 San Fernando Road,
Sun Valley, California 91352",,," blankets, sheets, pillow, clothing","1/16/25 update: Store closed for renaovations until 1/28

Thrift store offering free: blankets, sheets, pillow, clothing",Instagram,1,,1/11 10:00 AM,,
El Monte,El Monte City School District - ActivsSGV (FULL),,Donation Drives,"10900 Mulhall St, El Monte, California 91731",,,,,Instagram,1,,,,
San Fernando Valley,North Valley YMCA (THIS LOCATION OFFER ENDED),,Services,"11336 Corbin Ave, Northridge, California 91326",,,"CHILD CARE: YMCA centers open for child care for students TK-8th grade weekdays, until schools reopen. Contact afterschool@ymcala.org. Open to children of essential workers and children of families who have been displaced.",,YMCA Instagram,1,https://www.instagram.com/carsonanimalslaco/?hl=en,01/11 10:30 AM,,
Echo Park,United American Indian Involvement Inc. (PAUSED),,Donation Drives,"1453 W Temple St. Los Angeles, CA 90026
",,"Priority: air purifiers, new baby clothes (with tags), new baby bottles, hand warmers 
Also accepting: water, portable chargers, shelf-stable snacks, N95 masks, KN95 masks, 3M elastomeric respirators, first aid supplies, syringes for insulin, sharps containers, jackets, socks, diapers, tampons, pads, hygeine products, saline flushers, batteries, zip ties, pet food",,"1/17: Post was edited one day ago saying they will be pausing

Drop off in Echo Park 9 AM - 5 PM
Liyang SoCal is partnering with @aimsocal_official_chapter and @ourgenerationcares to crowdsource items for direct relief to be used at the @uaii_inc resource and evacuation center as the SoCal Fire Collective",Instagram,1,https://www.instagram.com/p/DEvfU4EPLc9/?igsh=NTc4MTIwNjQ2YQ%3D%3D,1/14 11:20 AM,,
Pasadena,Familia Dominguez,,Donation Drives,"188 E Montana St, Pasadena, CA 91103",,"Canned foods, dog & cat food, menstrual pads, clean underwear, clothes, cookies, notebooks, deodorants, water bottles, baby food, diapers, and more",,1/12 at 12pm,,1,,1/17 8:15 PM,,
Greater LA Area,If Not Now,,Free Items,,NO LONGER ACCEPTING VOLUNTEERS,,Free rides to evacuation centers,DM on instagram to coordinate,Instagram,1,https://www.instagram.com/ifnotnowla/,1/17 8:15 PM,,
Glendale,Pacific Community Center (CLOSED),,Shelter,,Needed to help in kitchen Sat & Sun. Various shifts; 5:30 AM - 8PM ,,,14+; Register required or email volunteer@urm.org,,1,,,,
Santa Monica,Westside Gives,,Free Items,"2700 Colorado Ave, Santa Monica, CA",,"1/14-1/15 10am-4pm
Clothes, toiletries, school supplies","1/14-1/15 10am-4pm
MEN'S APPAREL (S-XXL) & SHOES
WOMEN'S APPAREL (XS-XXL) & SHOES
CHILDREN'S CLOTHING & SHOES
INFANT / BABY CLOTHING & SUPPLIES
NEW SOCKS & UNDERWEAR
TOILETRIES & SCHOOL SUPPLIES","Parking Available| 2701 Pennsylvania Ave, Santa Monica, CA

Seems to have been extended until 1/17, but now closed",Instagram,1,https://www.instagram.com/p/DEzDMRnRpe6/?igsh=MzRlODBiNWFlZA%3D%3D,1/14 11:30 AM,,
Los Angeles,Westwood Recreation Center (FULL),,Shelter,"1350 S. Sepulveda Blvd, Los Angeles, California 90025",,NO LONGER ACCEPTING DONATIONS,,(9:11pm 1/8 - AT CAPACITY),,1,,,,
East Hollywood,Cafe Tropical (CLOSED),,"Free Items, Wifi/Charging","2900 W Sunset Blvd, Los Angeles, California 90026",,donations for burrito project: Feedthestreets.info,"food, water, hygine 
staying open w/ coffee",No further updates as of 1/16. Closing.,https://www.instagram.com/cafetropicalsunset/,1,,1/11/2025 2:43 PM,,
DTLA,Superchief Gallery LA,,Donation Drives,"1965 S Los Angeles St, Los Angeles, California 90011",Volunteers to help organize & make deliveries contact Celina@thecelinarodriguez.com,"snacks/canned goods, phone chargers, shovels & tools, soap, toilet paper & wipes, toiletries, toothbrush/paste, towels, water

art supplies for LA Youth (canvases, watercolor paper, markers, pencils & pens, sketchbooks, paint brushes, acrylic & tempura paint, kid safe art tools, cups, palettes)

Clothing Donations AT CAPACITY. ",,Please donate 1/11 and 1/12 between 12-7 PM ,Instagram,1,https://wck.org/news/meal-locations-ca,01/12 9:30 AM,,
Echo Park,Blue Collar Working Dog ENDED,,"Free Items, Donation Drives","1328 Lake Shore Ave., Los Angeles, California 90026",,"Pet food, hygiene/feminine products, shelf stable foods, water, first aid, masks & PPE","Pet food, hygiene/feminine products, shelf stable foods, water, first aid, masks & PPE","Accepting donations until 1/11 at 8:00 PM. If you are in need of items, you may stop by. Currently, they don't have a lot of items, so if you need something in particular, it might help to call ahead and ask about availability. Phone number is 213-977-9042.",Instagram,1,https://www.instagram.com/p/DEoHCMcyg1H/,1/17/2025 22:15:00,,
Alhambra,All Souls Church,,"Donation Drives, Free Items","29 S Electric Avenue
Alhambra, CA
(off main street)",,"Nonperishable food, clothing, pet supplies, hygiene supplies, cleaning supplies",,CLOSED 1/17,,1,1,1/17 10:47 PM,,
San Francisco,We Are The Ana - SF to Aid LA ENDED,,Donation Drives,"3832 Balboa St, San Francisco California 94121",,"N95 masks, medical supplies, water, diapers, baby food, canned goods, pads & tampons, toiletries, wet wipes, flashlights & batteries, clothes & blankets",,,Instagram,1,https://www.instagram.com/p/DEqGG8aTKiQ/,1/11 11:45 AM,,
Woodland Hills ,Pierce College Equestrian Center (FULL),,Animal Boarding,"6201 Winnetka Ave
Woodland Hills, California 91371",,,,UPDATE 01/08/25 3:45P - FULL ,,1,,,,
Culver City,ViBE Dance Studio,,Shelter,"2939 S Sepulveda, Los Angeles, California 90024",,,"Secure place to stay, bathroom (no shower available). Bring sleeping bag if you can.","Call or text 858-525-1481
Closing 1/12/25",Instagram,1,https://www.instagram.com/stories/vibe_creativespace/,1/11 9:00 PM,,
Burbank,LA Equestrian Center Large Animal Shelter (FULL),,Animal Boarding,"480 W. Riverside Drive, Burbank, California 91506",,,,OUT OF SPACE (Updated 1/9/24 at 10:38PM),,1,,,,
Skid Row,Skid Row People's Market (CLOSED),,Free Items,"453 San Pedro St, Los Angeles, California 90013",,,Free masks,"1/16 check: Instagram link to post does not work. Does not seem to be still giving out masks. 

Due to the recent impact of the wildfires in California, USDA has approved a temporary SNAP Hot Foods waiver in the following 5 counties in California.

Kern, Los Angeles, Orange, San Bernardino, and Ventura.

Effective immediately SNAP retailers in these counties may temporarily accept SNAP benefits in exchange for hot foods through February 8, 2025.",Instagram,1,https://www.instagram.com/p/DEtbJQixMi0/,1/11 1:12 PM,,
San Gabriel Valley,Cricket Party Services (DRIVE ENDED),,Donation Drives,"633 South Palm Ave, Alhambra, California 91803",,food and water for firefighters,,need food and water (will be donating to local fire fighters) call 626-741-7349 Julio,,1,,1/11 1:45 PM,,
San Pedro,ANN & STEVE HINCHLIFFE SAN PEDRO & PENINSULA YMCA (ENDED),,Donation Drives,"301 S Bandini St, San Pedro, California 90731",Yes! Easy to onboard as a volunteer.,"1/11 @ 2:22pm
Non-perishable items, water, diapers, wipes, toiletries, pet supplies, hygiene, clothing, blankets accepted up until 5pm today; Monday - Friday 7am - 8pm. Maybe they'll be open Sunday, but TBD.",NO CHILDCARE as of now because they need volunteers for childcare,Phone Number: 310 832 4211,,1,,01/11 2:23 PM,,
Sawtelle,Giant Robot,,Donation Drives,"2062 Sawtelle Blvd
Los Angeles, California 90025",,"Non-perishable food, toiletries including menstrual products, laundry supplies, pet products",,"Accepting donations 1/11-1/12, also accepting donations at 2015 Sawtelle Blvd
Los Angeles, California 90025",Instagram,1,https://www.instagram.com/p/DEs9MVETlpQ/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,1/11 3:30 PM,,
Crenshaw,Reparations Club ENDED,,"Free Items, Wifi/Charging","3054 S. Victoria Ave., Los Angeles, California 90016","In immediate need of trustworthy temporary foster care for 2 large, but docile dogs. Both house trained. DM for more info. - Check Instagram post for more details",Donations of mutual aid funds: Venmo: @repclub Cashapp: $repclub,"KN95 masks, bottled water, wifi, safe space to gather, books & music, beloved community","Open during regular business hours unless otherwise stated
Business Hours: Tuesday to Saturday: 11am - 6pm / Sunday: 12 - 5pm",Instagram,1,https://www.instagram.com/reparations.club/,1/17 11:45 PM,,
Arcadia,Santa Anita Raceway,,Distribution Hub,"285 W Huntington Dr, Arcadia, California 91007","Sort & distribute donations, Sat (1/11) from 7am-11pm","diapers, trashbags, cleaning supplies

NOT ACCEPTING: lcothing, shoes, blankets",,Enter through Gate 3,Instagram,1,https://www.instagram.com/power_106/reel/DEq2URqxP21/,1/17 9:45 PM,,
San Fernando Valley,Northridge Park (CLOSED - HURST FIRE RESOURCE),,Shelter,"10120 Reseda Blvd, Northridge, California 91324",,,,Call 1(605) 995-8450 on Monday 1/13 to check in with Chris ,Assembly Member Pilar Schiavo,1,,1/11 11:45 AM,,
Altadena,World Central Kitchen: Sereno Altadena (CLOSED),,Free Prepared Meals,"2234 El Sereno Ave, Altadena California, 91001",,,Meal Service: 3:30pm - 8:30pm,,,1,,,,
Santa Monica,Mud\WTR:gather (mudwtrgather) (CLOSED),,"Shelter, Donation Drives","2515 Main Street, Santa Monica, California 90405",,,"WiFi, Parking Lot, Blankets, Heat, Workspace","Open Everyday 7am - 6pm
For Shelter, pls text 424-436-9840",Instagram,1,https://www.instagram.com/suaysewshop/,1/11 3:45 PM,,
Mid-City,TheWalkGoodYard ENDED,,"Donation Drives, Wifi/Charging","4019 W Pico Blvd, Los Angeles, California 90019","1/11-1/12 starting at 11am. This is an open call, no sign up required","gift cards, non-perishable food, bottled water, blankets, socks, toiletries, towels, N95 masks, hand sanitzer, new or lightly used clothing","if you’ve been displaced by the fires, are a firefighter, first responder, local reporter, journalist on the frontlines, our studio is open from 11am-8pm to rest and recharge. We will have water available, free WiFi and a place to charge your phone.","We are in collaboration with The Getty House Foundation, who are providing key supply donations to help as many affected Angelenos in need.

Head to the link in our bio to find the active donation list. If you or someone you know is in need of specific items or supplies, please comment below or DM us. We will add this request to the list. So if you are donating, PLEASE CHECK BACK AT THIS LINK.

Donation packaging and distribution with The Getty House Foundation will occur after January 12th. We will be making open calls for volunteers as needed",Instagram,1,https://www.instagram.com/thewalkgoodyard/,1/11 7:50 PM,,
Pasadena,Rose Bowl Stadium (FULL),,Shelter,"10001 Rose Bowl Drive
Pasadena, California 91103",,,,,Link,1,,,,
Santa Monica,EATALY (CLOSED),,"Free Items, Free Prepared Meals","10250 Santa Monica Blvd, Los Angeles, California 90067",,,free meals to first responders and evacuees Hours: 8:30am- 10pm ,,instagram,1,,1/11 1:49 PM,,
Venice,Fiorelli Pizza (ENDED),,Free Prepared Meals,"1039 Abbot Kinney Blvd, Venice, California 90291",,,"offer free pizzas to first responders and families that have been displaced by the fires.
(updated 01/09/25 1:30p)",,https://www.latimes.com/food/list/los-angeles-restaurants-providing-food-shelter-evacuees-first-responders-fire,1,,,,
West Adams,The Gathering Spot LA,,Donation Drives,"5211 W Adams Blvd, Los Angeles, California, 90016",Will need drivers throughout the week! Call to check on status of volunteer needs,NO MORE DONATIONS,,"(1/16) Said they would need volunteers, but no further posts/updates. Going to close.

contact: (213) 370-1182",Instagram,1,https://entertainmentcommunity.org/am-i-eligible-help,1/11 1:00 PM,,
Bay Area,Trader Vic's Emeryville,,Donation Drives,"9 Anchor Dr, Emeryville, California 94608",,"New or like-new clothes (all ages), unused toiletries, new socks, underwear and bras",,"1/12 from 12:30-3:30 PM
Please have your donations separated and organized by categories and by size. Please add a label in big letters to the outside of your box/bag with category and size written.",Instagram,1,https://www.instagram.com/p/DEoQXrjpam-/?img_index=1,1/11 4:30 PM,,
San Fernando Valley,Zaca Creek Ranch (CLOSED),,Animal Boarding,"2100 US-101, Buellton, California 93427",,,Ranch in Santa Ynez that could temporarily shelter horses. Dennis Patrick/Hayley Firestone. Email zacacreekranch@gmail.com or call 805-698-4540.,"Horses and alpacas MUST be used to living in open spaces with other horses.  No barn available. Can tak 2-3 horses at this location and up to 6 horses at site 10 minutes away.  Can also take 2 herds of alpacas  (8-12 animals in each herd). Can stay for 2 weeks to a month. No charge, would appreciate if boarder would reimburse for feed.",Zaca Creek Ranch,1,https://www.instagram.com/p/DEnQJLsxAUu/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA%3D%3D,1/10 3:25 PM,,
Westlake,The Barkley Pet Hotel and Day Spa (CLOSED),,"Animal Boarding, Donation Drives","31166 Via Colinas, Westlake Village, California 91362",,"Now through January 31, all donations made to VCA Charities at VCA Animal Hospitals throughout California will support disaster relief efforts, including support for pets impacted by the current devasting fires in the Los Angeles area. VCA Animal Hospitals is proud to support VCA Charities, a 501(c)(3) nonprofit in their disaster relief efforts. Every dollar helps local animal welfare organizations shelter, transport and care for pets through grants that fund veterinary care, medication, food, and supplies.

Donations can be made at any VCA Animal Hospitals or visit VCACharities.org to donate online.",animal boarding,"(1/16 update): No idea where this info was sourced from, no source was provided. Closing.

Free boarding  818-889-2275",,1,,1/11 2:15 PM,,
Los Angeles,guerrero gallery (closed),,"Free Items, Wifi/Charging","3407 Verdugo Rd, Los Angeles, California 90065",,,"bathrooms, water, charging",,Instagram,1,https://www.instagram.com/guerrerogallery/?igsh=NTc4MTIwNjQ2YQ%3D%3D,1/11 3:30,,
Pasadena,Odyssey Games,,"Free Items, Wifi/Charging","1795 E. Colorado Blvd., Pasadena, California 91106",,,"free drinks + snacks for evacuees
restrooms
charge phones","They seems to still be giving out free drinks + snacks for evacuees, but they're stating that they're not a shelter, aren't taking or distributing donations. Moving off the list since there isn't necessarily a substantial offering here 1/15/22:05",Instagram,1,https://www.instagram.com/p/DEvAJZLyEJ1/,1/15 10:05 PM,,
Greater LA Area,JK Boots,,Free Items,,,,Boots for FIREFIGHTERS. Send them a DM!,,Instagram,1,https://www.instagram.com/p/DEqE8V7S9Qe/,1/11 8:34 PM,,
Huntington Park,Art Space,,Services,"3382 Florence Ave, Huntington Park, CA 90255",Gathering Sunday 1/12 at 10 am to carpool to a site that needs volunteers. Planning to leave at 11 am.,,,Will update on IG for future opportunies to volunteer. If you want to share resources or have ideas please reach out.,Instagram,1,https://www.instagram.com/p/DEtBh2tyn5r/,1/11 8:41 PM,,
Remote,LA Fire Insurance Webinar Q&A,,Information,,,,No-cost informational session for those affected by the L.A. fires providing guidance and insights on how best to navigate the insurance process. ,"January 14, 2024 1:30 PM PST. Panel of industry experts and live Q&A. Register at link. ",Webinar Registration ,1,https://us06web.zoom.us/webinar/register/WN_2Igo-bVgQvCnMODn9McO1Q?fbclid=PAY2xjawHxXNVleHRuA2FlbQIxMQABppRoR8aIUMvQmu3BhJ3wYk_BOowqCgku03ENlplaUvtpr7WjqwMsha9YSA_aem_QfPvLCW4xz8QSV9T-CrWBQ#/registration,1/12 7:15 PM,,
Pasadena,Caltech Hameetman Center,,"Donation Drives, Free Items","1200 E California Blvd, Pasadena, CA 91125",,NO LONGER ACCEPTING DONATIONS,Supplies for fire victims or volunteers who want to transport.,Open until 8pm Sunday 1/12. See map here,Website,1,https://fire.caltech.edu/fire-related-institute-announcements,1/17 7:45 PM,,
Los Angeles,Direct Relief  (ENDED),,Free Items,,,,Providing N95 Masks (each person may recieve up to 2),"01/09/25 1:00pm-5:00pm
(updated 01/09/25 12p)

""433 S Vermont Ave, Los Angeles, CA 90020 (Koreatown YMCA Center)
4301 W. 3rd Street, Los Angeles CA 90020 (Anderson Munger Family YMCA)""",https://www.instagram.com/p/DEk4-HdPSuX/?igsh=NTc4MTIwNjQ2YQ==,1,,1/10 3:45 PM,,
Highland Park,Nativo (CLOSED),,Donation Drives,"5137 York Blvd, Los Angeles, California 90042","drivers willing to drop off supplies at evacuation centers on Fri, 1/10 after 2PM","new pillows, blankets, eye masks, socks, hygiene items, children's pajamas, coloring books, crayons, small toys, pet food, training pads",,,Instagram Post,1,https://www.instagram.com/p/DEpvXvYPWP-/?img_index=1,1/12 8:30 AM,,
Woodland Hills ,El Camino Real Charter High School (CLOSED),,Shelter,"5440 Valley Circle Road
Woodland Hills, California 91367",,,,,Instagram,1,,1/10 4:30 PM,,
Remote,Mr.Mealsprepking (Ended),,Free Prepared Meals,,,,Providing meals for people imapacted by fires ,Call 626-234-3275,Instagram,1,https://www.instagram.com/mrmealprepking?igsh=NTc4MTIwNjQ2YQ==,1/11 1:45 PM,,
Los Angeles,Dudley Market (ENDED),,Free Prepared Meals,"9 Dudley Ave, Venice, California 90291
",,,Dudley Market will be open for dinner service with three air filters running and free food for first responders and those displaced by the fires.,,https://www.latimes.com/food/list/los-angeles-restaurants-providing-food-shelter-evacuees-first-responders-fire,1,,,,
Los Angeles,Picaresca Barra De Cafe & Casa Tostadora (FULL),,Distribution Hub,"2931 E 4th St, Los Angeles, California 90033",,"Masks, clean clothes-coats, jackets and blankets, non-perishable food, First aids, pet supplies, women's sanitary products",,,Instagram,1,,01/10 3:00 PM,,
Los Angeles,Studio DDLA,,Services,"944 Chung King Rd, Los Angeles, California 90012",,,grief yoga,,Instagram,1,https://www.instagram.com/p/DCFf6HwyDol/,1/11 3:40 AM,,
Castaic,Castaic Animal Care Center (Closed as emergency shelter),,Animal Boarding,"31044 Charlie Canyon Rd, Castaic, California 91384",,,,Animal Shelter Information Other Large Aminal shelters found in website ,,1,,1/11 4:45 PM,,
Pasadena,Star Leaf,,Free Prepared Meals,"641 E Colorado Blvd, Pasadena, California 91101",,,free meals for first responders and those displaced by the fires,,Instagram,1,https://www.instagram.com/p/DEncQPqyVn_/?hl=en,1/11 9:30 PM,,
Chinatown,Alpine Recreation Center ENDED,,"Services, Free Prepared Meals","817 Yale St, Los Angeles, California 90012",,,"Air quality relief, food, water, games and activities, PPE","Hours: 1/11 9am-6pm
Facilities are pet-friendly as long as they are accompanied by their owner at all times.
LA Parks & Rec Parks Closure Info","Instagram
",1,,1/17 10:45 PM,,
DTLA,Sonoritas Prime Tacos (ENDED),,Free Prepared Meals,"1050 Flower St, Los Angeles, California 90015",,,"One free taco to first responders and displaced people, more available on a case by case basis ",,https://docs.google.com/spreadsheets/d/1KMk34XY5dsvVJjAoD2mQUVHYU_Ib6COz6jcGH5uJWDY/edit?gid=0#gid=0,1,,1/10 5:00 PM,,
Sawtelle,Sonoritas Prime Tacos (ENDED),,Free Prepared Meals,"2004 Sawtelle Blvd, Los Angeles, California 90025",,,,,https://docs.google.com/spreadsheets/d/1KMk34XY5dsvVJjAoD2mQUVHYU_Ib6COz6jcGH5uJWDY/edit?gid=0#gid=0,1,,1/10 5:00 PM,,
San Fernando Valley,Pawparazzi (SEEMS LIKE IT'S ENDED),,Animal Boarding,"8968 Fullbright Ave., Chatsworth, California 91311",,,animal boarding,"Large pet resort in Chatsworth ready to help take in evacuated dogs and cats. Pets must be human friendly. They have dog food available if needed. 
Call for details: 818-860-0729.",Instagram,1,https://www.privateschoolvillage.org/emergencysupportresources,1/11 10:30 AM,,
Venice,Saba Surf (AT CAPACITY),,"Free Items, Donation Drives","12912 Venice Blvd., Los Angeles, California 90066",,"Surf gear (surfboards, wetsuits, surf accessories)","Surf gear (surfboards, wetsuits, surf accessories)",hours: 7-4 pm,,1,,1/11 8:51 PM,,
